id,shipment_id,date,carrier,destination,status,created_at
1810,SHP-2810,2025-03-28,FedEx,"Robertsside, Guadeloupe",Cancelled,2021-04-21T02:26:01
1811,SHP-2811,2021-01-02,UPS,"South Heather, British Indian Ocean Territory (Chagos Archipelago)",Pending,2022-09-12T02:52:09
1812,SHP-2812,2021-04-18,DHL,"Wilsonfurt, Philippines",In Transit,2021-10-04T13:42:58
1813,SHP-2813,2023-07-05,DHL,"East Erika, Ireland",Delivered,2023-01-02T00:10:29
1814,SHP-2814,2022-09-21,DHL,"Taylorshire, Finland",Delivered,2025-08-06T23:42:25
1815,SHP-2815,2023-06-03,UPS,"Lake Courtneyborough, Serbia",In Transit,2023-01-09T22:58:41
1816,SHP-2816,2020-11-27,UPS,"East Emily, Samoa",In Transit,2022-02-20T04:56:37
1817,SHP-2817,2022-12-27,Maersk,"South Mark, Saint Helena",In Transit,2024-02-17T01:47:23
1818,SHP-2818,2021-08-08,Local Carrier,"Port Morgan, Romania",In Transit,2024-11-11T05:33:09
1819,SHP-2819,2023-10-31,FedEx,"Lake Connie, Guadeloupe",Pending,2021-09-24T17:17:12
1820,SHP-2820,2025-01-30,Local Carrier,"New Raymondstad, Estonia",In Transit,2023-05-04T21:58:53
1821,SHP-2821,2023-09-15,Local Carrier,"North Jonathan, Saint Helena",Cancelled,2022-01-15T14:20:51
1822,SHP-2822,2021-06-12,Maersk,"Phillipmouth, Niger",Cancelled,2025-01-29T07:18:28
1823,SHP-2823,2023-11-21,FedEx,"North Edwinville, Cook Islands",Delivered,2021-07-11T22:22:29
1824,SHP-2824,2024-01-06,DHL,"Haysville, Guinea",Pending,2021-03-13T21:27:55
1825,SHP-2825,2021-05-13,Maersk,"West Josephstad, Holy See (Vatican City State)",Cancelled,2024-08-30T17:09:57
1826,SHP-2826,2022-02-16,DHL,"Tammyville, Haiti",Delivered,2025-06-29T09:02:25
1827,SHP-2827,2025-09-17,FedEx,"Port Thomas, Benin",In Transit,2022-06-02T04:15:29
1828,SHP-2828,2023-11-09,UPS,"Taylorchester, Mali",Delivered,2021-01-05T23:06:51
1829,SHP-2829,2023-06-24,UPS,"North Natashaton, Benin",Cancelled,2024-09-14T00:08:10
1830,SHP-2830,2023-11-25,UPS,"Port Daniel, Somalia",Delivered,2021-03-13T23:41:48
1831,SHP-2831,2024-01-03,FedEx,"Port Janetstad, Brazil",Pending,2024-06-19T07:31:32
1832,SHP-2832,2021-01-30,UPS,"Port Joelstad, Christmas Island",Delivered,2021-12-19T02:16:38
1833,SHP-2833,2025-04-22,DHL,"West Andrea, Syrian Arab Republic",In Transit,2024-07-02T07:25:34
1834,SHP-2834,2022-05-11,Local Carrier,"Lake Pattyton, Isle of Man",Pending,2024-10-29T03:42:15
1835,SHP-2835,2021-12-01,DHL,"West Veronicachester, Honduras",In Transit,2022-05-19T00:19:28
1836,SHP-2836,2025-03-21,DHL,"Millerton, Palau",Pending,2022-06-07T00:20:08
1837,SHP-2837,2025-09-05,Local Carrier,"Lake Elizabeth, Kyrgyz Republic",In Transit,2025-10-15T10:02:39
1838,SHP-2838,2021-05-16,DHL,"New Kevin, Maldives",In Transit,2023-09-01T23:01:07
1839,SHP-2839,2024-11-16,UPS,"West Sarahmouth, Faroe Islands",In Transit,2024-12-31T07:28:59
1840,SHP-2840,2022-04-12,FedEx,"Port Brittany, Turkmenistan",In Transit,2021-12-01T17:28:54
1841,SHP-2841,2024-02-19,FedEx,"Joneschester, Slovakia (Slovak Republic)",Pending,2024-10-24T21:53:26
1842,SHP-2842,2025-10-31,UPS,"Port Colinshire, Puerto Rico",Pending,2022-03-18T05:01:48
1843,SHP-2843,2022-04-03,Local Carrier,"Mckaymouth, Cote d'Ivoire",Pending,2022-10-14T07:52:49
1844,SHP-2844,2022-03-18,FedEx,"Johnsside, Holy See (Vatican City State)",In Transit,2020-11-16T21:24:27
1845,SHP-2845,2022-05-18,Local Carrier,"South Steven, United States Virgin Islands",Delivered,2023-01-05T01:35:25
1846,SHP-2846,2025-04-17,FedEx,"Danielview, United States Virgin Islands",Delivered,2022-08-02T10:01:59
1847,SHP-2847,2022-09-12,Maersk,"Courtneystad, Brunei Darussalam",Pending,2022-06-17T20:54:54
1848,SHP-2848,2022-06-17,Local Carrier,"North Christopherfurt, British Virgin Islands",Cancelled,2021-03-05T16:51:14
1849,SHP-2849,2024-05-07,FedEx,"Toddbury, Sudan",In Transit,2022-10-23T07:15:21
1850,SHP-2850,2024-09-27,Local Carrier,"Port Johnmouth, Greenland",Cancelled,2021-02-27T00:53:30
1851,SHP-2851,2022-04-14,DHL,"New Brenda, Kyrgyz Republic",Cancelled,2025-07-12T21:53:10
1852,SHP-2852,2022-03-19,Maersk,"Rebeccaland, Marshall Islands",Cancelled,2023-01-30T23:21:54
1853,SHP-2853,2021-10-13,Local Carrier,"Alexisfurt, Estonia",Cancelled,2025-02-15T20:12:21
1854,SHP-2854,2022-12-08,Local Carrier,"Lake Ryan, Bolivia",Cancelled,2024-07-23T05:10:26
1855,SHP-2855,2021-02-01,UPS,"Cruzburgh, Guam",In Transit,2025-03-17T08:54:30
1856,SHP-2856,2022-09-30,FedEx,"West William, Brunei Darussalam",Cancelled,2023-01-25T03:47:52
1857,SHP-2857,2021-10-15,Local Carrier,"Amandaland, Azerbaijan",In Transit,2022-10-13T12:53:53
1858,SHP-2858,2021-08-10,FedEx,"Port Jacqueline, Peru",Delivered,2023-11-09T14:00:57
1859,SHP-2859,2022-11-22,Maersk,"Port Johnnyfurt, Fiji",In Transit,2023-12-21T18:49:28
1860,SHP-2860,2023-07-03,Maersk,"New Travis, Vanuatu",Delivered,2022-09-09T21:32:29
1861,SHP-2861,2025-08-05,Maersk,"Nicholasstad, Sri Lanka",Cancelled,2025-10-04T01:11:01
1862,SHP-2862,2024-11-10,FedEx,"South Timothybury, Seychelles",In Transit,2023-02-15T17:40:56
1863,SHP-2863,2024-12-13,UPS,"Tracyport, Vanuatu",Cancelled,2023-08-04T00:54:57
1864,SHP-2864,2022-09-12,FedEx,"Kaylaburgh, Dominican Republic",In Transit,2023-03-29T18:44:17
1865,SHP-2865,2023-09-26,UPS,"North Joseph, Belgium",Pending,2022-09-13T10:51:41
1866,SHP-2866,2024-06-01,DHL,"New David, Hong Kong",Pending,2024-05-28T07:22:26
1867,SHP-2867,2021-06-30,UPS,"East Amandafort, Burkina Faso",Pending,2022-07-28T03:14:59
1868,SHP-2868,2021-11-19,Maersk,"Cummingsland, Switzerland",Cancelled,2025-05-29T20:08:33
1869,SHP-2869,2025-03-04,Maersk,"New Moniqueborough, Turkey",In Transit,2024-08-10T05:15:48
1870,SHP-2870,2023-06-23,Local Carrier,"North Pamelaview, American Samoa",Delivered,2022-07-24T17:57:06
1871,SHP-2871,2021-03-03,UPS,"North Patrick, Afghanistan",In Transit,2024-04-04T14:25:16
1872,SHP-2872,2024-03-11,Maersk,"East Vanessafort, Libyan Arab Jamahiriya",In Transit,2020-12-08T23:25:54
1873,SHP-2873,2023-06-28,Local Carrier,"Danielborough, Turks and Caicos Islands",Cancelled,2021-01-01T22:41:40
1874,SHP-2874,2022-10-25,UPS,"Poncechester, Liberia",In Transit,2024-11-25T04:32:21
1875,SHP-2875,2024-08-04,FedEx,"North Daniel, Guam",In Transit,2020-11-19T16:50:20
1876,SHP-2876,2022-08-09,UPS,"Henryshire, Ecuador",Cancelled,2021-08-30T04:36:28
1877,SHP-2877,2024-03-30,UPS,"Alexanderstad, Cuba",Pending,2024-07-24T12:03:56
1878,SHP-2878,2023-11-17,Maersk,"Johnsonhaven, Estonia",Delivered,2023-07-14T07:08:22
1879,SHP-2879,2021-11-03,Maersk,"Davisland, Sierra Leone",In Transit,2022-06-10T09:37:08
1880,SHP-2880,2024-09-26,Maersk,"West Carolyn, China",Pending,2024-01-15T22:47:51
1881,SHP-2881,2023-09-02,FedEx,"West Jennifer, San Marino",Cancelled,2025-08-14T23:54:35
1882,SHP-2882,2021-05-30,FedEx,"Darlenefurt, Belgium",In Transit,2021-02-25T18:10:52
1883,SHP-2883,2024-07-27,UPS,"Kimberlyland, Moldova",Pending,2023-11-27T09:58:16
1884,SHP-2884,2023-12-30,UPS,"Wesleyport, Jamaica",Delivered,2022-06-17T18:42:24
1885,SHP-2885,2024-09-16,FedEx,"Samanthaview, North Macedonia",Delivered,2023-07-03T23:19:02
1886,SHP-2886,2023-12-16,Local Carrier,"Nguyenland, Samoa",In Transit,2024-10-18T21:53:16
1887,SHP-2887,2023-09-04,Maersk,"Scottland, Guatemala",Pending,2025-10-12T06:45:51
1888,SHP-2888,2021-04-30,UPS,"North Kendrashire, Nicaragua",In Transit,2022-01-12T23:08:45
1889,SHP-2889,2021-06-24,Local Carrier,"Thompsonside, Algeria",Delivered,2024-05-25T07:22:28
1890,SHP-2890,2021-10-23,Maersk,"Lisaside, New Caledonia",Pending,2025-03-28T19:37:19
1891,SHP-2891,2020-11-12,Local Carrier,"East Adriennemouth, Congo",Cancelled,2020-12-04T14:00:53
1892,SHP-2892,2022-08-05,DHL,"Daniellemouth, Portugal",Delivered,2022-09-14T08:01:58
1893,SHP-2893,2024-09-21,DHL,"New Elizabethville, Chad",Cancelled,2022-11-08T23:48:35
1894,SHP-2894,2024-03-10,DHL,"West William, Ukraine",Pending,2024-08-25T20:24:51
1895,SHP-2895,2022-07-29,FedEx,"Erikastad, Zimbabwe",Cancelled,2023-11-17T14:01:11
1896,SHP-2896,2024-02-19,Maersk,"Peterfort, Palau",Pending,2023-05-11T04:10:54
1897,SHP-2897,2022-03-12,FedEx,"East Curtis, Nicaragua",In Transit,2021-05-28T04:16:38
1898,SHP-2898,2023-11-21,UPS,"North Jasonfort, Pakistan",Pending,2025-08-17T15:44:16
1899,SHP-2899,2022-08-12,UPS,"Brittanyberg, Uruguay",Pending,2021-11-23T22:07:41
1900,SHP-2900,2022-07-15,FedEx,"Allenbury, Cayman Islands",Pending,2025-05-31T03:05:04
1901,SHP-2901,2022-06-11,UPS,"South Nicolehaven, Haiti",Pending,2024-06-18T09:40:59
1902,SHP-2902,2025-04-03,DHL,"Lake Michael, Lesotho",Cancelled,2021-05-01T20:34:21
1903,SHP-2903,2021-11-13,Maersk,"Rebeccastad, Palau",Cancelled,2025-02-27T06:32:52
1904,SHP-2904,2023-03-19,Local Carrier,"East Stevenchester, Saint Barthelemy",Cancelled,2023-09-28T03:43:42
1905,SHP-2905,2023-05-01,Maersk,"Campbellshire, Papua New Guinea",Delivered,2024-03-14T12:38:03
1906,SHP-2906,2023-10-03,FedEx,"Orozcoville, Iceland",In Transit,2025-06-15T22:18:39
1907,SHP-2907,2022-03-14,DHL,"Lake Lisamouth, Senegal",In Transit,2023-03-03T12:49:04
1908,SHP-2908,2022-08-28,Local Carrier,"Lestertown, Haiti",Delivered,2025-04-24T15:07:13
1909,SHP-2909,2025-06-28,DHL,"North Chelseatown, Paraguay",Pending,2021-10-28T03:09:10
1910,SHP-2910,2022-06-08,DHL,"Pereztown, Ireland",Pending,2023-07-02T12:03:10
1911,SHP-2911,2021-06-19,Local Carrier,"West Wendy, Niue",In Transit,2025-07-15T14:21:26
1912,SHP-2912,2023-10-18,DHL,"Lake Todd, Spain",Delivered,2022-04-02T23:01:32
1913,SHP-2913,2023-02-26,UPS,"New Michael, British Virgin Islands",Cancelled,2021-09-16T21:43:06
1914,SHP-2914,2025-01-08,DHL,"North Darleneville, Cocos (Keeling) Islands",Cancelled,2022-10-16T13:21:34
1915,SHP-2915,2024-03-05,UPS,"South Jeffreytown, Jordan",Cancelled,2024-03-06T11:33:56
1916,SHP-2916,2021-09-08,Maersk,"Hendersonville, Slovakia (Slovak Republic)",In Transit,2025-07-31T04:22:00
1917,SHP-2917,2022-04-24,UPS,"West Gwendolynton, Ukraine",In Transit,2023-02-12T01:14:34
1918,SHP-2918,2025-02-20,DHL,"New Karen, Haiti",Pending,2023-03-12T09:48:21
1919,SHP-2919,2023-12-26,Maersk,"Yvonnefurt, Sweden",Cancelled,2022-11-21T06:19:28
1920,SHP-2920,2021-12-14,Local Carrier,"Port Sara, Eritrea",Cancelled,2024-12-20T12:16:27
1921,SHP-2921,2024-01-14,DHL,"Amberview, Grenada",Cancelled,2023-09-07T05:58:19
1922,SHP-2922,2025-03-20,UPS,"South Erinchester, Thailand",Pending,2022-07-27T17:19:27
1923,SHP-2923,2025-01-30,FedEx,"Younghaven, Sri Lanka",Cancelled,2024-08-26T17:30:11
1924,SHP-2924,2023-10-14,FedEx,"East Linda, Suriname",Pending,2021-02-06T14:31:23
1925,SHP-2925,2021-07-01,UPS,"Cookville, Trinidad and Tobago",Cancelled,2021-05-22T14:12:39
1926,SHP-2926,2023-11-04,DHL,"Samueltown, Brunei Darussalam",Pending,2021-05-29T21:12:42
1927,SHP-2927,2023-04-17,Maersk,"South Jasmineberg, Saint Pierre and Miquelon",Cancelled,2023-10-25T10:35:06
1928,SHP-2928,2025-08-12,Local Carrier,"Jasonside, Russian Federation",In Transit,2024-08-08T22:06:07
1929,SHP-2929,2023-04-07,DHL,"Nicholasmouth, Pitcairn Islands",In Transit,2025-04-19T23:57:27
1930,SHP-2930,2020-11-18,DHL,"Fordbury, Croatia",Cancelled,2022-01-14T15:13:03
1931,SHP-2931,2021-06-17,Local Carrier,"West Steveport, Falkland Islands (Malvinas)",In Transit,2021-04-14T22:26:35
1932,SHP-2932,2022-07-01,FedEx,"North Amber, New Zealand",Delivered,2022-01-09T20:00:23
1933,SHP-2933,2021-10-16,FedEx,"West Bailey, Bulgaria",Pending,2025-02-14T22:46:32
1934,SHP-2934,2025-01-25,Local Carrier,"Port Michaelchester, Dominican Republic",In Transit,2021-06-05T00:49:24
1935,SHP-2935,2021-09-11,UPS,"Ferrellside, Wallis and Futuna",Pending,2025-09-14T09:50:01
1936,SHP-2936,2025-01-22,FedEx,"New Markville, Swaziland",In Transit,2022-05-18T13:42:48
1937,SHP-2937,2023-06-29,Local Carrier,"Rosariofort, Saint Lucia",Delivered,2021-03-02T10:48:29
1938,SHP-2938,2025-03-30,FedEx,"North Jessicaland, Gambia",Pending,2024-03-26T21:14:37
1939,SHP-2939,2023-01-14,Local Carrier,"West Alexander, Algeria",Cancelled,2021-04-18T14:26:03
1940,SHP-2940,2023-10-23,Maersk,"North Alexton, North Macedonia",Cancelled,2021-01-06T13:20:13
1941,SHP-2941,2021-05-14,UPS,"Johnport, Saint Vincent and the Grenadines",In Transit,2025-07-31T04:56:24
1942,SHP-2942,2022-10-26,FedEx,"Claytonborough, Turks and Caicos Islands",In Transit,2025-08-24T21:25:05
1943,SHP-2943,2022-01-12,UPS,"New Erik, Bolivia",Delivered,2024-07-15T08:40:37
1944,SHP-2944,2025-09-07,Maersk,"Lake Michael, Poland",In Transit,2024-12-19T08:45:53
1945,SHP-2945,2023-10-14,Local Carrier,"Fischertown, Saint Lucia",Cancelled,2022-05-22T10:11:17
1946,SHP-2946,2023-02-20,Maersk,"New Monique, Christmas Island",Delivered,2022-10-16T22:11:34
1947,SHP-2947,2021-02-11,UPS,"East Kenneth, Palestinian Territory",Cancelled,2024-12-11T04:09:20
1948,SHP-2948,2024-02-20,Maersk,"Katrinaberg, Central African Republic",Delivered,2024-01-19T12:36:26
1949,SHP-2949,2022-08-09,UPS,"New Jesse, China",Cancelled,2021-04-11T07:07:15
1950,SHP-2950,2025-08-02,DHL,"Lewisborough, Kiribati",Pending,2024-10-17T05:29:05
1951,SHP-2951,2025-06-17,Maersk,"Lake Lukemouth, Bulgaria",In Transit,2023-09-26T23:32:30
1952,SHP-2952,2024-03-26,DHL,"West Colinstad, Kazakhstan",Delivered,2024-01-16T18:50:00
1953,SHP-2953,2021-07-02,DHL,"East Carolberg, New Caledonia",In Transit,2023-12-16T22:02:32
1954,SHP-2954,2023-09-14,Maersk,"Rubioshire, Barbados",Cancelled,2024-11-28T00:25:17
1955,SHP-2955,2021-02-22,UPS,"Lake Michael, Niger",Delivered,2025-02-05T00:49:13
1956,SHP-2956,2021-10-14,FedEx,"Jacquelinefurt, Micronesia",Delivered,2025-08-24T16:54:18
1957,SHP-2957,2024-12-13,DHL,"Flowersside, Saint Lucia",Pending,2022-01-02T13:37:41
1958,SHP-2958,2023-06-11,UPS,"Aaronbury, Costa Rica",Cancelled,2024-10-31T17:13:24
1959,SHP-2959,2021-09-24,UPS,"Valerieview, Kyrgyz Republic",In Transit,2021-09-01T10:11:45
1960,SHP-2960,2022-08-27,Maersk,"South Andreamouth, Guinea-Bissau",In Transit,2022-03-12T00:14:58
1961,SHP-2961,2025-03-12,FedEx,"Shermanchester, Ghana",Cancelled,2021-12-01T04:30:42
1962,SHP-2962,2023-03-21,UPS,"West Cynthia, Russian Federation",In Transit,2022-04-06T14:33:27
1963,SHP-2963,2022-10-27,Local Carrier,"New Laura, South Africa",In Transit,2025-05-29T02:18:03
1964,SHP-2964,2021-07-04,DHL,"Seanburgh, Burkina Faso",Delivered,2022-04-22T22:35:49
1965,SHP-2965,2024-04-05,UPS,"Port Wendy, Belarus",Delivered,2024-08-22T05:04:14
1966,SHP-2966,2025-02-22,Local Carrier,"Piercehaven, Peru",Pending,2024-03-26T22:26:57
1967,SHP-2967,2021-05-08,FedEx,"Kennethport, Nauru",Delivered,2024-10-17T06:58:04
1968,SHP-2968,2023-12-20,UPS,"Matthewborough, Wallis and Futuna",Cancelled,2021-01-27T12:31:41
1969,SHP-2969,2024-08-10,Local Carrier,"Bridgetburgh, Slovakia (Slovak Republic)",Pending,2024-10-17T10:58:37
1970,SHP-2970,2024-08-10,DHL,"Angelatown, New Zealand",Pending,2021-06-29T06:41:04
1971,SHP-2971,2025-04-25,FedEx,"New Danielside, Yemen",Cancelled,2021-11-30T06:01:44
1972,SHP-2972,2021-11-10,FedEx,"Joshuastad, British Virgin Islands",Pending,2021-08-03T10:28:33
1973,SHP-2973,2023-01-13,DHL,"Lake Kerrybury, Uzbekistan",Delivered,2023-10-09T18:43:53
1974,SHP-2974,2024-12-25,FedEx,"New Jane, Lebanon",In Transit,2023-08-09T15:52:34
1975,SHP-2975,2024-08-15,DHL,"South Donaldview, Swaziland",Pending,2024-02-26T18:48:16
1976,SHP-2976,2025-05-26,UPS,"West Gabriellemouth, Holy See (Vatican City State)",In Transit,2025-04-23T12:08:16
1977,SHP-2977,2021-11-28,DHL,"New Gabriel, Antigua and Barbuda",In Transit,2020-12-24T02:45:09
1978,SHP-2978,2023-08-30,Maersk,"Dennischester, Kyrgyz Republic",In Transit,2021-05-05T04:31:44
1979,SHP-2979,2021-09-18,FedEx,"Weissshire, Congo",In Transit,2025-10-16T06:15:08
1980,SHP-2980,2021-08-02,Local Carrier,"Jenniferton, Gabon",In Transit,2025-08-04T13:45:32
1981,SHP-2981,2025-07-26,Local Carrier,"Carriebury, Nigeria",In Transit,2023-01-02T01:51:19
1982,SHP-2982,2025-09-03,FedEx,"Sheltonfort, Palau",Cancelled,2023-09-12T11:44:52
1983,SHP-2983,2024-06-27,Maersk,"Stevenchester, Tanzania",Delivered,2023-01-24T19:43:44
1984,SHP-2984,2022-01-07,DHL,"Port Jessica, Slovakia (Slovak Republic)",In Transit,2022-05-23T06:26:17
1985,SHP-2985,2021-02-25,UPS,"East Gregorybury, San Marino",Delivered,2025-01-31T08:04:59
1986,SHP-2986,2022-12-12,FedEx,"Perryton, Senegal",In Transit,2023-05-30T11:48:53
1987,SHP-2987,2025-04-03,UPS,"Jillton, Solomon Islands",Pending,2024-02-10T17:10:31
1988,SHP-2988,2025-02-04,FedEx,"Port Josephhaven, Palestinian Territory",Cancelled,2021-04-20T23:47:22
1989,SHP-2989,2023-11-06,Local Carrier,"North Robertbury, Ecuador",Delivered,2021-04-02T23:50:52
1990,SHP-2990,2025-08-31,UPS,"North Carmenbury, Comoros",Delivered,2022-11-04T23:46:40
1991,SHP-2991,2025-06-23,Maersk,"Port Jenniferside, Venezuela",Pending,2021-03-08T21:44:30
1992,SHP-2992,2023-08-13,FedEx,"West Patrick, Martinique",Pending,2021-08-16T02:38:58
1993,SHP-2993,2022-11-10,Local Carrier,"West Anthonybury, Israel",In Transit,2022-07-15T14:24:46
1994,SHP-2994,2022-07-23,DHL,"Timothymouth, Venezuela",Cancelled,2025-08-18T12:36:24
1995,SHP-2995,2024-05-02,DHL,"Mosesport, Azerbaijan",Pending,2021-07-10T06:49:16
1996,SHP-2996,2024-05-03,Maersk,"Edwardsview, Congo",Pending,2022-08-29T13:49:40
1997,SHP-2997,2024-12-25,UPS,"Williamsmouth, Faroe Islands",Delivered,2024-11-05T16:42:47
1998,SHP-2998,2022-10-21,Local Carrier,"Jonathanton, France",In Transit,2025-07-03T06:58:33
1999,SHP-2999,2024-10-25,Maersk,"Thompsonstad, Palau",Pending,2023-11-30T19:48:35
2000,SHP-3000,2022-02-13,UPS,"Justinmouth, Malta",Pending,2021-01-05T22:08:28
